domain,window,cohort,avg_specificity,client_keys,demonstrated_combo,demonstrated_depth,hhi_channel,hhi_craft,hhi_geo,hhi_industry,hhi_job,hhi_model,hhi_stage,inc_n_stated_channel,inc_n_stated_craft,inc_n_stated_geo,inc_n_stated_industry,inc_n_stated_job,inc_n_stated_model,inc_n_stated_stage,inc_top1_channel,inc_top1_craft,inc_top1_geo,inc_top1_industry,inc_top1_job,inc_top1_model,inc_top1_stage,n_anonymous_rows,n_carried,n_case_rows,n_distinct_clients,n_dropped,n_new_clients,n_stated_channel,n_stated_craft,n_stated_geo,n_stated_industry,n_stated_job,n_stated_model,n_stated_stage,pivot_year,share_full_page,share_numeric,top1_channel,top1_craft,top1_geo,top1_industry,top1_job,top1_model,top1_stage,topbucket_channel,topbucket_craft,topbucket_geo,topbucket_industry,topbucket_job,topbucket_model,topbucket_stage,truncated
baasenbaas.nl,after,control,1.4,550gallery;actief65;actief65plus;alpacaloca;alysfinestaccommodations;amberhanning;andheart;anfora;antonianamsterdam;area77;avalonconnect;bakersbananas;bamboobasics;baritalia;becis;besteveganproducten;bigenhoyu;bylidian;c2b;cafewijs;cantinedecaron;clinevanhaareninteriors;corporatewise;culinairetonen;curaloe;danilchristiaan;dappermaentje;dashboardbecis;dgtlhealth;dialooglaatstelevensfase;dijkslaginstallatietechniek;dleenergy;drelianbrenninkmeijer;droomboter;drwever;drweversgerichteseoaanpak;ems;energieadviesnederland;enify;eurvin;evarecruitment;eventcare;funkyvinyl;goudenreael;hedgehogcompany;hemelsafbouw;henriwillig;hetancker;hmknotarissen;iltocco;ismclubhousewest;iwnet;iwt;jamonbariberico;janszon;juliendijkslag;kaartenatlassen;klaartjequirijns;koningwillemkring;kroonluchter;kuin;landgoedvalkenhorst;latelierondersteuning;lezenopschool;maggiesway;martijndewit;maydanoz;mellola;miisha;mimamsterdam;mogambo;motoshare;mrkitchens;mybrand;neeve;neevecom;nicmic;noorderbloemen;noubased;ouiloveit;pancakesamsterdam;potterypots;qsbdiensten;reginafloralfeelings;restaurantcomer;restaurantelysianne;restaurantfloreyn;rivermakelaardij;rivermakelaarij;rogiervankralingen;royalmotimahal;rubenphilipsephotography;sail2025amsterdamsailing;smplskin;solwortelboer;sophiefalkena;staanfinance;stellapower;streetartmuseumamsterdam;studionoos;studiopainted;sunnyminds;supsupclub;swanandthepeople;theocpcharityfoundation;thesourcingpartners;thesunnyburgerco;tkloosterinterieurmakers;valueblue;vanloman;vedfit;verbeterhaar;vesperadvocaten;vondelgym;yogisha,craft+model,2,0.202,0.376,0.25,0.222,0.167,0.551,,35,70,4,2,2,5,0,0.314,0.614,0.5,0.5,0.5,0.6,,0,36,341,115,6,79,49,101,8,6,6,7,0,2023,0.043,0.304,0.265,0.594,0.375,0.333,0.167,0.714,,Social media organisch,Website & webdesign,Nederlandse stad of plaats,"Staffing, recruitment & HR",Advertenties & campagnes renderen niet,Webshop consumenten (D2C),,True
fideo.nl,before,control,2.275,centraalbeheer;communicatiemakers;datgeldtvoormijnl;datgeldtvoormijnldevoorzieningenwijzer;decommunicatiemakers;devoorzieningenwijzer;devoorzieningenwijzernederlandseschuldhulproute;doomijn;ecostyle;engie;erikkarstfotografie;hemmink;hnwerkmanstadslyceum;hogeschoolarnhemennijmegen;hogeschoolwindesheim;honk1;internationalschoolofbusiness;jacobsdouweegberts;lenferink;marketingoost;movingintelligence;mrmuziekindeklas;nedcon;ntt;odijsselland;omgevingsdienstijsselland;provincieoverijssel;roamler;rodekruis;saturnpetcare;stadslyceum;stichtingmrmuziekindeklas;technologievoorwarmezorgzorggroepsolis;vandersanden;vanremmenuvtechnology;veiligthuisijsselland;volandis;wdodelta;zonneplan;zorggroepsolis,craft+model+stage,3,0.139,0.639,0.255,0.149,0.175,0.625,0.429,,,,,,,,,,,,,,,0,,80,40,,,12,38,14,25,19,4,7,2023,0.425,0.175,0.167,0.789,0.286,0.24,0.263,0.75,0.571,Website & CMS,"Video, animatie & fotografie",Regionaal (binnen Nederland),"Nonprofits, charities & associations",Personeel werven & werkgeversmerk,Zakelijke afnemers (B2B),Groot / corporate / marktleider,True
akqa.com,after,control,3.154,a2a;aacd;aardman;abebebikila;activia;activision;adobe;aia;aiio;akqa;alfuttaimtoyota;alfuttaimtoyotauae;aljazeeraenglish,industry+geo,2,0.2,0.195,0.781,0.333,0.222,,0.5,2,2,2,0,1,0,0,1.0,0.5,1.0,,1.0,,,0,11,19,13,2,2,10,13,8,6,6,0,2,2025,1.0,0.538,0.3,0.308,0.875,0.5,0.333,,0.5,Social media organisch,Apps & maatwerk platforms,Specifiek buitenland,"Media, culture & entertainment",Bewustwording & gedragsverandering,,Startup / jong / groeiend,False
fitzroy.nl,after,control,2.419,anwb;burp;campina;cloudpillo;cordaid;deartummy;doritos;eurail;fairphone;frank;frankseltzer;gisou;heinz;inshared;inthemiddleofourstreet;lavie;lays;mamasea;mms;omasoep;opius;quaker;saborverde;shimano;smullers;smyle;stegeman;stoov;vgz;wowbyliquidodoro;yumeko,industry+channel+model,3,0.32,0.274,0.278,0.306,0.36,0.556,1.0,2,4,0,2,0,0,0,1.0,0.5,,0.5,,,,0,27,42,31,9,4,10,31,6,22,5,3,1,2024,0.645,0.032,0.5,0.355,0.333,0.5,0.4,0.667,1.0,Offline media & events,Branding & huisstijl,Specifiek buitenland,"Food, beverage & agriculture","Merk, huisstijl & verhaal",Zakelijke afnemers (B2B),Omvang in cijfers,False
dbk.nl,after,control,2.636,balinkglasaluminium;corendonhotels;dleenergy;dolfinarium;dolfinariumharderwijk;epictoursbonaire;flagshipbiketours;hotelarsenaaldelft;hoteljakartaamsterdam;hotelssrotterdam;medprevent;padelclubfrl;spoedtest;spoedtestnl;stadscentrumosdorpplein;umcg;wafflesnbeer;westcordhotelarsenaal;westcordhoteljakarta;westcordhotels;westcordssrotterdam;xohotels,industry+craft+job+model+stage+geo,6,0.222,0.696,0.773,0.562,0.68,0.375,0.594,5,13,14,17,4,1,6,0.4,0.923,0.929,0.824,0.75,1.0,0.833,0,5,47,22,15,17,6,17,16,19,5,4,8,2023,0.682,0.091,0.333,0.824,0.875,0.737,0.8,0.5,0.75,Apps & custom platforms,Website & webdesign,Nederlandse stad of plaats,"Hospitality, tourism, sports & recreation",Website verouderd of nieuw nodig,Zakelijke afnemers (B2B),Omvang in cijfers,True
eenvoud.nl,after,control,2.571,aquaforall;cruisinghome;dehortusbotanicus;ggdamsterdam;hartmuseum;heldenmedia;hoorneboeg;jacobsdouweegberts;liga;manufacturinginyourpocket;metics;netwerkacutezorgnoordwest;noordwijksegolfclub;royalagrifirm;schadefondsgeweldsmisdrijven;steeleryachts;swishfund;taskmaster;vanamerongen;vanquishyachts;vqyachts,job+model+stage,3,0.219,0.255,0.333,0.147,0.396,0.429,0.556,1,8,1,5,5,2,3,1.0,0.5,1.0,0.4,0.8,0.5,0.667,0,12,25,21,2,9,8,20,9,15,13,7,3,2025,0.762,0.048,0.25,0.4,0.444,0.2,0.538,0.571,0.667,Apps & custom platforms,Website & webdesign,Nederlandse stad of plaats,Finance & insurance,Website verouderd of nieuw nodig,Zakelijke afnemers (B2B),Startup / jong / groeiend,True
dickhoffdesign.com,before,control,1.267,bartlankester;cwi;hansreitsma;internationaalorgelfestivalhaarlem;jmw;kroeliek;leefstijl;nederlandsecysticfibrosisstichting;peterpanvakantieclub;prosea;stichtingallerleipublicaties;stichtingtransplantatienu;svrap;uitgeverijswp;voedingscentrum,industry+craft,2,,1.0,0.5,0.375,1.0,,,,,,,,,,,,,,,,,2,,19,15,,,0,13,2,4,1,0,0,2023,0.0,0.0,,1.0,0.5,0.5,1.0,,,,"Grafisch ontwerp, drukwerk & print",Nederlandse stad of plaats,Education & childcare,Bewustwording & gedragsverandering,,,False
dickhoffdesign.com,after,control,1.222,bartlankester;beex;cwi;esterfonds;hansreitsma;internationaalorgelfestivalhaarlem;jmw;kroeliek;leefstijl;nederlandsecysticfibrosisstichting;peterpanvakantieclub;prosea;stichtingallerleipublicaties;stichtingtransplantatienu;svrap;uitgeverijswp;voedingscentrum;zondagmiddagconcertennl,industry+craft,2,,0.876,0.5,0.375,1.0,,,0,2,0,0,0,0,0,,0.5,,,,,,2,15,22,18,0,3,0,15,2,4,1,0,0,2023,0.0,0.0,,0.933,0.5,0.5,1.0,,,,"Grafisch ontwerp, drukwerk & print",Nederlandse stad of plaats,Education & childcare,Bewustwording & gedragsverandering,,,False
diezign.nl,before,control,1.0,dordrechtlions;ijhc,,0,,,,,,,,,,,,,,,,,,,,,,2,,4,2,,,0,0,0,0,0,0,0,2020,0.0,0.0,,,,,,,,,,,,,,,True
4foot8.nl,after,control,1.667,carnivalstories;customizedlampsproductlaunch;deinktpot;dsm;happyvellumanimation;hawebdesign;medtronic;medtroniccardiacsurgery;medtroniccardiovascularoperationskerkrade;medtroniceuropehumanresources;medtronicheerlen;medtronicheerleneoc;medtronicnederlandpackagingcustomizing;medtronictransportationemeacentraleuropedistributioncentre;mosa;mosacirculareconomy2dexplainer;mosaclassics;mosaclassicstidelaunchmovie;mosastage;mosastagelaunchmovie;odiestories;pvdamaastricht;pvdamaastrichtcampaignspot;pvdamanonfokke;rangolisandanimation;sirlyonefoundation;stichtingmoetiaramaloekoe,craft+job,2,0.333,0.44,0.281,0.25,0.592,,,0,3,0,0,0,0,0,,1.0,,,,,,9,14,47,27,11,13,3,15,8,4,7,0,0,2024,0.519,0.0,0.333,0.6,0.375,0.25,0.714,,,"E-mail, CRM & marketing automation","Video, animatie & fotografie",Europa,"Hospitality, tourism, sports & recreation",Content & creatieve productie,,,True
brandcode.nl,after,control,2.633,4skating;adr;alteravastgoed;atlasarena;blueschool;cocacola;cocacolaopen;codemamyworld;dehavenmeester;ecp;executivepeople;exterus;familiebedrijffris;fris;johnvandenheuvel;kannick;kennisinstituutduurzaamverpakken;kidv;knmvkoninklijkenedmotorrijdersvereniging;kuboid;publyon;rijksdienstvoorondernemendnederland;rvoinnovatieattachnetwerk;savethechildren;spirit4you;strypes;thermofisher;vbvscm;verdouw;vumc,stage+geo,2,0.156,0.145,0.325,0.147,0.167,0.5,0.429,2,7,2,3,3,0,1,0.5,0.286,0.5,0.667,0.667,,1.0,10,22,85,30,6,8,16,28,13,21,18,2,7,2025,0.8,0.133,0.25,0.214,0.538,0.238,0.278,0.5,0.571,Multi-channel & omnichannel,Branding & huisstijl,Nederlandse stad of plaats,"Construction, real estate & housing","Merk, huisstijl & verhaal",Consumentenmarkt offline,Omvang in cijfers,True
frontis.nl,after,narrower,3.556,arco;arepa;atagbenelux;atagverwarming;bronkhorst;centraalbeheer;egginkverpakkingen;kingspangesoleerdepanelen;prowonen;royaleijkelkamp;saniceve;schefferkeukens;sensire;surprisefactory;ubbink;waterkracht;wila;winterwarm,job+stage,2,0.22,0.247,0.224,0.273,0.336,0.333,0.389,1,2,1,1,1,0,1,1.0,0.5,1.0,1.0,1.0,,1.0,4,15,33,18,0,3,10,18,14,17,17,9,6,2025,0.944,0.667,0.4,0.389,0.357,0.412,0.529,0.444,0.5,Multi-channel & omnichannel,Website & webdesign,Internationaal / wereldwijd,Manufacturing & industrial,Maatwerk software & efficiëntere processen,Zakelijke afnemers (B2B),Omvang in cijfers,True
creatievecampagnes.nl,after,narrower,2.0,autoglans;noototheek;uwbloemenmannl,craft,1,,0.556,1.0,0.333,,,1.0,0,1,1,1,0,0,1,,1.0,1.0,1.0,,,1.0,0,2,3,3,1,1,0,3,1,3,0,0,1,2025,0.0,0.0,,0.667,1.0,0.333,,,1.0,,Social media content & beheer,Heel Nederland (landelijk),"Transport, logistics & automotive",,,Omvang in cijfers,False
creation.nl,before,control,1.0,ahoy;besured;bnr;dhsprojecten;hero;kanzi;rover;rtl;treinrondreis,craft,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,0,,9,9,,,2,8,0,0,0,0,0,2025,0.0,0.0,1.0,1.0,,,,,,"SEA, display & overige paid advertising",Online adverteren (paid ads),,,,,,False
creation.nl,after,control,1.0,ahoy;besured;bnr;dhsprojecten;hero;kanzi;rover;rtl;treinrondreis,craft,1,1.0,1.0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,9,9,9,0,0,2,8,0,0,0,0,0,2025,0.0,0.0,1.0,1.0,,,,,,"SEA, display & overige paid advertising",Online adverteren (paid ads),,,,,,False
advertisingheroes.com,before,control,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,6,0,,,0,0,0,0,0,0,0,2025,,,,,,,,,,,,,,,,,False
advertisingheroes.com,after,control,1.0,1doornl;jackssecretcom;standaarduitgeverijbe,,0,1.0,0.333,,,1.0,,,1,3,0,0,1,0,0,1.0,0.333,,,1.0,,,0,0,3,3,0,3,1,3,0,0,1,0,0,2025,0.0,0.0,1.0,0.333,,,1.0,,,"Content, video & PR",Strategie & advies,,,Content & creatieve productie,,,False
adworth.nl,before,control,1.2,bboverdeeijnden;centraalinkoopbureau;datafanatics;mkbkantoorartikelen;stapreizen,craft+channel,2,0.68,0.375,,1.0,1.0,,,,,,,,,,,,,,,,,1,,6,5,,,5,4,0,1,1,0,0,2020,0.0,0.0,0.8,0.5,,1.0,1.0,,,"SEA, display & overige paid advertising",Online adverteren (paid ads),,"Hospitality, tourism, sports & recreation","Meer leads, aanvragen & verkoop",,,False
creja.nl,after,control,1.952,alphanext;bioscienceparkleiden;bip;chatelreizen;craftingreslience;dectdirect;farmhouse;hogeschoolleiden;jobodebouwers;kitlv;lorentzcenter;museumhuisdoorn;oogcentrumrembrandt;orgx;sanias;sbcm;simstudio;taurac;universiteitleiden;vanderkolklegal;vionfood,job,1,0.5,0.275,,0.222,0.556,,,2,14,0,5,1,0,0,0.5,0.357,,0.4,1.0,,,0,7,24,21,8,14,2,20,0,6,3,0,0,2024,0.619,0.0,0.5,0.4,,0.333,0.667,,,SEO & organische vindbaarheid,Branding & huisstijl,,Healthcare & care,"Merk, huisstijl & verhaal",,,False
artitex.nl,before,control,1.5,casinosvergelijken;voetbalwedden;wordpressonderhoud;xdcooling,craft,1,,0.625,1.0,0.5,,,,,,,,,,,,,,,,,,0,,4,4,,,0,4,1,2,0,0,0,2023,0.0,0.0,,0.75,1.0,0.5,,,,,"Grafisch ontwerp, drukwerk & print",Heel Nederland (landelijk),"Media, culture & entertainment",,,,False
artitex.nl,after,control,1.5,nvam;voetbalwedden;wordpressonderhoud;xdcooling,craft,1,,0.625,1.0,0.5,,,,0,1,0,0,0,0,0,,1.0,,,,,,0,3,4,4,1,1,0,4,1,2,0,0,0,2023,0.0,0.0,,0.75,1.0,0.5,,,,,"Grafisch ontwerp, drukwerk & print",Heel Nederland (landelijk),"Media, culture & entertainment",,,,False
artnic.nl,before,control,1.0,provincieoverijssel,,0,,1.0,1.0,,,,,,,,,,,,,,,,,,,0,,1,1,,,0,1,1,0,0,0,0,2023,0.0,0.0,,1.0,1.0,,,,,,Campagnes & creatieve concepten,Regionaal (binnen Nederland),,,,,False
artnic.nl,after,control,1.0,provincieoverijssel,,0,,1.0,1.0,,,,,0,0,0,0,0,0,0,,,,,,,,0,1,1,1,0,0,0,1,1,0,0,0,0,2023,0.0,0.0,,1.0,1.0,,,,,,Campagnes & creatieve concepten,Regionaal (binnen Nederland),,,,,False
exitable.nl,before,narrower,3.214,aevitae;bcmmusicsystems;diagnostiekvooru;espero;gemeentevenlo;gigit;grodan;mosadex;philzuid;rd4;rockpanel;rockwool;schmidt;vasco,job,1,0.235,0.153,0.265,0.173,0.361,0.278,1.0,,,,,,,,,,,,,,,0,,19,14,,,9,14,7,14,13,6,1,2025,1.0,0.214,0.333,0.214,0.429,0.286,0.538,0.333,1.0,Website & CMS,Strategie & advies,Heel Nederland (landelijk),"Media, culture & entertainment",Maatwerk software & efficiëntere processen,Gemengd,Groot / corporate / marktleider,False
buro19.nl,after,control,2.267,deboervanderweijde;gs3legbordstellingen;heldenvanstaal;henrys;hirschmannmultimedia;homegardeninspirations;hoornsestadsfeesten;insideoutbiv;meijernotarissen;meijernotarissenamsterdam;rabobank;schadenberg;simonloos;sport2000;werkenbijrabobank,stage,1,0.236,0.255,0.36,0.222,0.2,0.5,0.375,5,7,1,2,2,0,1,0.6,0.286,1.0,0.5,0.5,,1.0,0,7,31,15,13,8,12,14,5,6,5,2,4,2024,0.867,0.0,0.333,0.429,0.4,0.333,0.2,0.5,0.5,Multi-channel & omnichannel,Branding & huisstijl,Nederlandse stad of plaats,Business & professional services,Bewustwording & gedragsverandering,Webshop consumenten (D2C),Startup / jong / groeiend,True
goldfizh.nl,after,control,2.759,acmetric;artsenzorg;asrvitality;bmc;degoedenieuwetijd;exalate;frankbos;hogeschoolutrecht;impressivegreenapple;jan;janamericanpancakes;knb;koninklijkenotarileberoepsorganisatie;ministerievandefensie;nationaalmsfonds;nldigital;nutricia;parteon;pedals;randstad;rijksschoonmaakorganisatieministerievansocialezakenenwerkgelegenheid;rso;softwarematchingio;susa;tempoteam;thecookwarecompany;triodosbank;wiplay;yacht,model,1,0.156,0.136,0.235,0.116,0.147,0.389,0.312,5,22,5,9,7,1,3,0.4,0.273,0.4,0.222,0.429,1.0,0.667,0,6,53,29,12,23,15,27,9,21,21,6,8,2023,0.793,0.241,0.2,0.222,0.333,0.19,0.238,0.5,0.375,SEO & organische vindbaarheid,Campagnes & creatieve concepten,Internationaal / wereldwijd,"Staffing, recruitment & HR","Merk, huisstijl & verhaal",Zakelijke afnemers (B2B),Omvang in cijfers,False
buroboud.nl,after,narrower,2.167,bronsgieterijartandcraft;gemeentekerkrade;grouwelsvastgoed;ltcmaasvogels;tulpfiremakers;zuyderlandmedischcentrum,craft,1,0.5,0.333,1.0,0.333,0.5,,,0,0,0,0,0,0,0,,,,,,,,4,6,10,6,29,0,2,6,1,3,2,0,0,2025,0.667,0.0,0.5,0.5,1.0,0.333,0.5,,,Multi-channel & omnichannel,"Grafisch ontwerp, drukwerk & print",Nederlandse stad of plaats,Manufacturing & industrial,"Merk, huisstijl & verhaal",,,False
2kwadraat.nl,after,control,2.778,arpafly;deverseverleiding;gasglobalassetsolutions;hbityres;impactorworld;pepervastgoed;praktijkroozendaal;sep;thaibychin,craft+job+channel+geo,4,0.375,0.802,0.389,0.125,0.625,1.0,1.0,2,7,4,6,2,0,0,0.5,0.857,0.5,0.167,1.0,,,0,2,9,9,8,7,4,9,6,8,4,1,1,2020,0.778,0.0,0.5,0.889,0.5,0.125,0.75,1.0,1.0,Website & CMS,Branding & huisstijl,Regionaal (binnen Nederland),Retail & e-commerce (general consumer goods),"Merk, huisstijl & verhaal",Webshop consumenten (D2C),Familiebedrijf / gevestigd met historie,False
dutchwebdesign.nl,before,control,2.565,adivo;beautyservice;bimcollabcom;cbkzuidoost;fakobijoux;flamant;kobelcoconstructionmachineryeurope;kubusinfonl;lockernl;meerdanlicht;nachbarbyjgermeister;nestelkantoorinrichters;pcpomiddenbrabant;ruitershopboxmeer;sealtrace;slaaploods;telermaat;vindjevloer;vlirdens;vojatravel;wkk;zemiceurope;zijerveld,job+channel,2,0.341,0.459,0.222,0.135,0.389,0.34,0.5,,,,,,,,,,,,,,,2,,30,23,,,19,23,6,17,12,10,2,2025,0.783,0.043,0.526,0.478,0.333,0.235,0.583,0.4,0.5,Webshop & e-commerceplatform,Website & webdesign,Heel Nederland (landelijk),Retail & e-commerce (general consumer goods),Website verouderd of nieuw nodig,Webshop B2B,Startup / jong / groeiend,True
baazenco.nl,after,control,2.152,25jaarvmbo;brandsbouw;energiefestivalassen;espria;foldon;geldloketemmen;hanzeharderwijk;heldr;hofvansaksen;ikbendrentsondernemer;kkens;lavitaebella;losnnl;nhlstenden;nhlstendenhogeschool;nhlstendenyos;nnetenergy;openbaaronderwijsemmen;popping;schipperswonenenslapen;skillsforlife;stichtingplatformsvmbo;stichtingprimenius;thehappytraveler;vangoghdrenthe;voiladvies;voiladviesensupport;wereldrestaurantpuur;werk30;werkgeversservicepuntdrenthe;woonservice;xinteractive;zepta,stage,1,0.24,0.209,0.324,0.138,0.266,0.333,0.556,7,23,11,10,13,3,2,0.429,0.348,0.364,0.2,0.462,0.333,0.5,0,3,40,33,14,30,10,28,15,15,17,3,3,2023,0.636,0.061,0.3,0.321,0.467,0.2,0.471,0.333,0.667,Website & CMS,Branding & huisstijl,Nederlandse stad of plaats,"Construction, real estate & housing","Merk, huisstijl & verhaal",Gemengd,Omvang in cijfers,True
byron.nl,after,control,3.0,apotheekdeglimlach;barcompany;biobandits;denassau;ehub;mhb;mondialcollege;nyma;qii,craft+job+model+geo,4,0.5,1.0,0.333,0.16,0.469,0.556,1.0,1,5,3,4,4,3,2,1.0,1.0,0.667,0.25,0.75,1.0,0.5,0,4,17,9,3,5,2,9,6,9,8,6,2,2020,1.0,0.0,0.5,1.0,0.5,0.222,0.625,0.667,1.0,Apps & custom platforms,Branding & huisstijl,Nederlandse stad of plaats,Education & childcare,"Merk, huisstijl & verhaal",Consumentenmarkt offline,Omvang in cijfers,False
2mkb.nl,before,control,1.0,locodrivein,,0,,1.0,,,,,,,,,,,,,,,,,,,,0,,1,1,,,0,1,0,0,0,0,0,2023,0.0,0.0,,1.0,,,,,,,Website & webdesign,,,,,,False
2ndchapter.nl,before,control,1.4,bospark;factor52;howcom;iamit;marinarijnsburg;northactionsports;sandifortid;strandtent14;vereniginghchwad;vitaaltrainer,geo,1,,1.0,0.556,0.25,,1.0,,,,,,,,,,,,,,,,0,,10,10,,,0,1,3,4,0,1,0,2025,0.0,0.0,,1.0,0.667,0.25,,1.0,,,Website & webdesign,Nederlandse stad of plaats,"Hospitality, tourism, sports & recreation",,Zakelijke afnemers (B2B),,True
deindruk.nl,after,control,3.0,aeres;bartimusfonds;boschbeton;doehetzero;gemeenteede;gemeenteveenendaal;gemeentewageningen;knvb;logres;mad;masugro;rstzorgverleners;snelstart;svland;tomorrowtalents;valleifinance;zorggroepsirjon,craft+model+stage,3,0.219,0.352,0.278,0.136,0.219,0.68,0.551,3,9,4,3,4,1,1,0.333,0.556,0.25,0.333,0.5,1.0,1.0,0,8,68,17,0,9,13,16,12,13,16,5,7,2024,0.941,0.294,0.308,0.5,0.417,0.231,0.375,0.8,0.714,Multi-channel & omnichannel,Branding & huisstijl,Heel Nederland (landelijk),Government & public sector,"Merk, huisstijl & verhaal",Zakelijke afnemers (B2B),Omvang in cijfers,True
boomerangagency.com,before,control,1.675,100yearsofliga;abnamro;ahterra;albertheijn;andrelon;andrlon;benjerrys;bettertimestories;beyondmeatgobeyond;bigsoundsamsterdam;boomerang;campina;chocomel;desperados;eurail;fanta;halftubsoficecreamforhalfbakedpolicy;heineken;heineken150;heinekenkoudekletser;heinekensilver;heinekensilversmooth;interpolis;jonggeleerd;maximizethischristmas;mentos;oldamsterdam;parbo;pepsi;rijksmuseum;rijksmuseumslaveryexhibition;spotifyunlocked;terra;thepromise;uefachampionsleague;unicef;varkensinnood;vattenfall;wezwitsal;zwitsal,industry,1,0.289,0.176,0.184,0.51,0.25,,1.0,,,,,,,,,,,,,,,2,,51,40,,,15,17,7,7,4,0,1,2025,0.45,0.05,0.4,0.353,0.286,0.571,0.25,,1.0,"Content, video & PR","Video, animatie & fotografie",Heel Nederland (landelijk),"Food, beverage & agriculture",Events & activaties,,Groot / corporate / marktleider,True
cotd.nl,after,narrower,3.214,enforcesportevents;gravelunion;icp;impactloterij;kika;kikakortebroek;kikaloterij;meewindkoers;moev;moevevents;mudmastersvoorkika;slowtriatlon;sterkestartloop;strongbabies,industry+job+geo,3,0.256,0.243,0.5,0.603,0.481,1.0,0.5,3,4,1,2,0,0,0,0.667,0.5,1.0,1.0,,,,0,9,42,14,9,5,11,13,6,11,9,1,2,2025,0.643,0.786,0.273,0.385,0.667,0.727,0.667,1.0,0.5,"E-mail, CRM & marketing automation","Online marketing, performance & CRO",Heel Nederland (landelijk),"Nonprofits, charities & associations",Events & activaties,"Overheid, zorg & onderwijs",Omvang in cijfers,False
act.agency,after,control,2.857,babyliss;ben;beterbed;denon;drukwerkdeal;lassie;lgbenelux;nationalenederlanden;odido;prnatal;schiphol;studiewinkel;valdispert;wereldouders,craft,1,0.16,0.449,0.222,0.259,0.24,1.0,0.5,11,14,6,7,11,0,1,0.273,0.643,0.333,0.429,0.273,,1.0,1,0,28,14,0,14,13,14,6,9,11,1,2,2023,0.929,0.214,0.231,0.643,0.333,0.444,0.364,1.0,0.5,Social media organisch,Campagnes & creatieve concepten,Specifiek buitenland,Retail & e-commerce (general consumer goods),"Merk, huisstijl & verhaal",Webshop consumenten (D2C),Omvang in cijfers,True
exitable.nl,after,narrower,3.15,aevitae;bcmmusicsystems;diagnostiekvooru;emmakok;espero;gemeentevenlo;gigit;grodan;hertekcare;hydrorock;mijnculturelenalatenschap;mosadex;philzuid;rd4;rd4bedrijvenservice;rockpanel;rockwool;schmidt;sif;vasco,job+channel,2,0.325,0.2,0.306,0.205,0.355,0.266,0.333,3,5,3,4,4,3,0,0.333,0.2,0.667,0.5,0.5,0.667,,0,14,32,20,0,6,13,20,11,20,20,17,3,2025,1.0,0.15,0.538,0.3,0.364,0.3,0.55,0.353,0.333,Website & CMS,Website & webdesign,Regionaal (binnen Nederland),"Media, culture & entertainment",Maatwerk software & efficiëntere processen,Zakelijke afnemers (B2B),Klein / zelfstandig,True
